id_detalle,id_transaccion,id_producto,cantidad,subtotal
272,1105,29,1,258379.82
273,1106,29,1,258379.82
274,1107,43,3,1253513.25
275,1107,78,1,358992.19
276,1107,45,3,341877.99
277,1107,10,2,460119.82
278,1108,50,2,1136387.9
279,1108,21,1,337428.66
280,1108,47,3,989007.27
281,1108,86,3,1702930.32
282,1109,96,2,368391.16
283,1110,79,2,279586.14
284,1110,66,3,1305837.84
285,1111,89,1,357138.89
286,1111,36,2,712105.94
287,1112,82,2,252834.22
288,1112,94,2,792579.88
289,1113,57,3,1307343.48
290,1113,54,2,165321.24
291,1114,3,1,161465.3
292,1114,11,3,1212932.76
293,1114,28,2,525974.52
294,1114,55,1,230181.41
295,1115,66,3,1305837.84
296,1115,57,1,435781.16
297,1115,62,3,1327859.01
298,1115,75,1,137498.31
299,1116,88,3,326210.22
300,1117,15,3,497204.19
301,1118,91,2,614905.38
302,1118,82,1,126417.11
303,1118,44,1,128037.96
304,1118,82,3,379251.33
305,1119,79,1,139793.07
306,1119,69,2,438296.96
307,1119,53,1,422345.08
308,1119,55,3,690544.23
309,1120,6,1,318892.55
310,1121,32,2,690929.8
311,1121,30,1,101244.62
312,1121,40,1,236923.45
313,1122,44,3,384113.88
314,1122,82,3,379251.33
315,1123,74,2,451884.8
316,1123,42,1,244993.33
317,1124,20,2,895912.34
318,1124,96,3,552586.74
319,1125,45,3,341877.99
320,1125,82,3,379251.33
321,1125,28,1,262987.26
322,1126,55,2,460362.82
323,1127,96,2,368391.16
324,1127,30,3,303733.86
325,1128,11,1,404310.92
326,1128,69,1,219148.48
327,1129,73,3,79507.17
328,1129,70,2,735081.96
329,1130,48,1,140053.17
330,1130,67,3,596037.36
331,1130,45,3,341877.99
332,1130,20,2,895912.34
333,1131,84,2,268394.38
334,1132,73,2,53004.78
335,1133,38,3,890187.93
336,1133,72,2,1336007.96
337,1134,18,1,476485.28
338,1134,15,2,331469.46
339,1134,15,1,165734.73
340,1135,80,3,412212.81
341,1135,89,3,1071416.67
342,1136,24,3,1046967.6
343,1136,24,2,697978.4
344,1136,38,2,593458.62
345,1137,46,1,309848.8
346,1138,24,1,348989.2
347,1138,68,2,555960.28
348,1138,90,2,327198.34
349,1139,34,3,433131.39
350,1139,65,3,1233691.65
351,1140,7,1,599973.14
352,1141,75,2,274996.62
353,1141,22,3,1041083.85
354,1141,1,2,522610.8
355,1141,77,2,516782.14
356,1142,89,2,714277.78
357,1142,20,2,895912.34
358,1142,2,1,230744.14
359,1142,83,2,943740.66
360,1143,81,3,1414313.49
361,1144,52,1,421117.8
362,1144,3,3,484395.9
363,1144,88,1,108736.74
364,1145,22,3,1041083.85
365,1145,73,2,53004.78
366,1145,85,3,197867.4
367,1146,44,3,384113.88
368,1146,93,3,2004428.1
369,1147,15,1,165734.73
370,1147,30,2,202489.24
371,1148,25,3,727727.37
372,1148,59,1,404919.3
373,1148,90,1,163599.17
374,1149,1,3,783916.2
375,1149,56,3,683092.8
376,1149,77,3,775173.21
377,1149,94,3,1188869.82
378,1150,8,3,136469.37
379,1150,23,3,1295067.9
380,1151,59,2,809838.6
381,1152,43,2,835675.5
382,1152,41,1,297401.61
383,1152,93,3,2004428.1
384,1152,20,1,447956.17
385,1153,20,1,447956.17
386,1153,21,3,1012285.98
387,1153,2,2,461488.28
388,1153,13,3,1449786.84
389,1154,7,3,1799919.42
390,1154,75,2,274996.62
391,1154,54,1,82660.62
392,1155,8,3,136469.37
393,1155,96,2,368391.16
394,1155,69,2,438296.96
395,1156,95,3,1675695.03
396,1156,26,2,1123055.72
397,1156,10,3,690179.73
398,1157,58,1,499448.01
399,1158,34,3,433131.39
400,1158,18,1,476485.28
401,1158,43,3,1253513.25
402,1159,5,1,100834.5
403,1159,42,2,489986.66
404,1160,8,3,136469.37
405,1160,37,3,728103.69
406,1160,84,3,402591.57
407,1161,4,1,211840.22
408,1161,74,2,451884.8
409,1162,45,2,227918.66
410,1162,24,1,348989.2
411,1163,55,3,690544.23
412,1163,66,1,435279.28
413,1163,11,2,808621.84
414,1164,57,1,435781.16
415,1164,91,1,307452.69
416,1165,78,2,717984.38
417,1165,43,2,835675.5
418,1166,24,3,1046967.6
419,1166,70,3,1102622.94
420,1167,23,1,431689.3
421,1167,43,1,417837.75
422,1167,14,2,457068.66
423,1167,74,2,451884.8
424,1168,11,2,808621.84
425,1169,61,3,1886138.4
426,1170,3,2,322930.6
427,1170,12,2,893629.28
428,1170,90,3,490797.51
429,1171,25,1,242575.79
430,1171,93,3,2004428.1
431,1171,26,3,1684583.58
432,1172,66,2,870558.56
433,1172,52,1,421117.8
434,1172,98,2,178309.62
435,1173,72,3,2004011.94
436,1173,91,1,307452.69
437,1173,31,1,315519.75
438,1173,82,1,126417.11
439,1174,32,1,345464.9
440,1175,57,1,435781.16
441,1175,29,2,516759.64
442,1175,77,1,258391.07
443,1175,3,1,161465.3
444,1176,65,2,822461.1
445,1176,49,3,1302523.92
446,1176,96,1,184195.58
447,1177,64,3,842027.31
448,1178,3,2,322930.6
449,1178,61,3,1886138.4
450,1178,99,1,458733.25
451,1178,71,1,122096.82
452,1179,48,3,420159.51
453,1179,44,2,256075.92
454,1179,48,3,420159.51
455,1180,16,1,311606.04
456,1180,30,3,303733.86
457,1180,97,3,1274357.46
458,1181,17,1,62048.36
459,1182,38,1,296729.31
460,1182,39,1,154749.32
461,1183,25,2,485151.58
462,1183,54,2,165321.24
463,1183,56,2,455395.2
464,1183,88,1,108736.74
465,1184,20,2,895912.34
466,1184,27,1,175464.12
467,1184,13,1,483262.28
468,1185,26,1,561527.86
469,1185,79,3,419379.21
470,1185,31,1,315519.75
471,1185,64,1,280675.77
472,1186,17,1,62048.36
473,1186,12,1,446814.64
474,1186,5,3,302503.5
475,1186,45,1,113959.33
476,1187,90,3,490797.51
477,1187,93,2,1336285.4
478,1188,83,1,471870.33
479,1189,86,3,1702930.32
480,1189,2,1,230744.14
481,1189,54,1,82660.62
482,1190,77,3,775173.21
483,1190,73,1,26502.39
484,1190,21,2,674857.32
485,1190,13,1,483262.28
486,1191,15,3,497204.19
487,1191,93,3,2004428.1
488,1191,83,2,943740.66
489,1191,40,1,236923.45
490,1192,65,1,411230.55
491,1192,96,3,552586.74
492,1193,92,1,97166.73
493,1193,29,3,775139.46
494,1193,14,3,685602.99
495,1194,33,1,150712.59
496,1195,60,1,289216.83
497,1196,46,2,619697.6
498,1197,21,2,674857.32
499,1197,70,3,1102622.94
500,1198,88,1,108736.74
501,1198,9,1,252444.6
502,1198,54,2,165321.24
503,1198,75,1,137498.31
504,1199,98,1,89154.81
505,1200,65,1,411230.55
506,1200,75,2,274996.62
507,1200,63,3,633740.22
508,1200,26,2,1123055.72
509,1201,8,3,136469.37
510,1201,18,1,476485.28
511,1201,20,1,447956.17
512,1202,71,3,366290.46
513,1202,76,1,488609.35
514,1203,58,2,998896.02
515,1203,40,2,473846.9
516,1203,55,1,230181.41
517,1203,36,1,356052.97
518,1204,45,2,227918.66
519,1205,49,3,1302523.92
520,1206,32,2,690929.8
521,1206,36,3,1068158.91
522,1206,94,3,1188869.82
523,1206,30,3,303733.86
524,1207,21,2,674857.32
525,1208,39,3,464247.96
526,1208,55,2,460362.82
527,1208,86,3,1702930.32
528,1209,48,1,140053.17
529,1209,12,3,1340443.92
530,1210,80,2,274808.54
531,1211,24,2,697978.4
532,1211,62,1,442619.67
533,1211,11,1,404310.92
534,1211,83,2,943740.66
535,1212,84,3,402591.57
536,1212,33,1,150712.59
537,1212,38,2,593458.62
538,1213,33,1,150712.59
539,1213,86,3,1702930.32
540,1213,38,1,296729.31
541,1214,14,2,457068.66
542,1214,46,1,309848.8
543,1215,59,2,809838.6
544,1215,81,2,942875.66
545,1215,92,1,97166.73
546,1215,84,3,402591.57
547,1216,39,2,309498.64
548,1217,89,3,1071416.67
549,1218,83,2,943740.66
550,1218,49,1,434174.64
551,1218,74,3,677827.2
552,1218,78,1,358992.19
553,1219,40,3,710770.35
554,1220,6,3,956677.65
555,1220,47,1,329669.09
556,1220,74,3,677827.2
557,1221,67,2,397358.24
558,1222,9,2,504889.2
559,1222,61,2,1257425.6
560,1222,73,1,26502.39
561,1223,2,1,230744.14
562,1223,67,2,397358.24
563,1223,93,3,2004428.1
564,1223,49,2,868349.28
565,1224,9,3,757333.8
566,1224,35,1,146658.23
567,1224,31,3,946559.25
568,1224,60,2,578433.66
569,1225,7,3,1799919.42
570,1226,48,2,280106.34
571,1227,46,1,309848.8
572,1227,72,1,668003.98
573,1228,33,1,150712.59
574,1228,67,1,198679.12
575,1228,93,1,668142.7
576,1229,12,2,893629.28
577,1230,87,1,464934.72
578,1230,52,3,1263353.4
579,1230,20,3,1343868.51
580,1230,63,3,633740.22
581,1231,100,1,183207.79
582,1232,27,1,175464.12
583,1232,53,1,422345.08
584,1232,68,3,833940.42
585,1232,20,3,1343868.51
586,1233,71,2,244193.64
587,1233,48,1,140053.17
588,1234,29,2,516759.64
589,1234,62,3,1327859.01
590,1235,1,1,261305.4
591,1235,77,3,775173.21
592,1235,99,3,1376199.75
593,1236,85,2,131911.6
594,1236,44,3,384113.88
595,1236,60,1,289216.83
596,1237,20,2,895912.34
597,1237,2,3,692232.42
598,1238,67,3,596037.36
599,1238,35,1,146658.23
600,1238,86,3,1702930.32
601,1238,44,2,256075.92
602,1239,28,2,525974.52
603,1239,23,2,863378.6
604,1239,84,1,134197.19
605,1240,27,1,175464.12
606,1240,92,2,194333.46
607,1240,27,1,175464.12
608,1240,23,2,863378.6
609,1241,8,2,90979.58
610,1241,67,2,397358.24
611,1241,76,3,1465828.05
612,1241,27,3,526392.36
613,1242,5,2,201669.0
614,1242,55,2,460362.82
615,1242,38,1,296729.31
616,1243,81,1,471437.83
617,1244,70,3,1102622.94
618,1244,97,2,849571.64
619,1244,87,2,929869.44
620,1245,32,3,1036394.7
621,1245,88,2,217473.48
622,1246,56,2,455395.2
623,1246,3,1,161465.3
624,1246,44,3,384113.88
625,1246,20,2,895912.34
626,1247,32,1,345464.9
627,1247,60,3,867650.49
628,1247,69,1,219148.48
629,1247,64,2,561351.54
630,1248,97,1,424785.82
631,1248,22,1,347027.95
632,1249,32,2,690929.8
633,1249,80,3,412212.81
634,1249,12,2,893629.28
635,1249,36,3,1068158.91
636,1250,22,2,694055.9
637,1250,49,3,1302523.92
638,1250,73,2,53004.78
639,1251,86,1,567643.44
640,1251,1,2,522610.8
641,1252,62,1,442619.67
642,1252,57,3,1307343.48
643,1252,70,3,1102622.94
644,1252,1,1,261305.4
645,1253,27,1,175464.12
646,1254,97,2,849571.64
647,1254,26,1,561527.86
648,1254,90,2,327198.34
649,1254,5,2,201669.0
650,1255,82,1,126417.11
651,1255,19,3,894307.32
652,1255,15,2,331469.46
653,1256,90,2,327198.34
654,1256,45,3,341877.99
655,1257,83,1,471870.33
656,1257,57,3,1307343.48
657,1257,70,2,735081.96
658,1258,11,2,808621.84
659,1258,10,3,690179.73
660,1258,55,1,230181.41
661,1259,3,1,161465.3
662,1259,49,3,1302523.92
663,1260,75,1,137498.31
664,1260,95,1,558565.01
665,1260,7,2,1199946.28
666,1260,77,2,516782.14
667,1261,43,1,417837.75
668,1261,42,2,489986.66
669,1261,48,2,280106.34
670,1261,16,2,623212.08
671,1262,74,1,225942.4
672,1262,60,2,578433.66
673,1263,15,1,165734.73
674,1263,53,1,422345.08
675,1263,64,1,280675.77
676,1263,83,1,471870.33
677,1264,86,2,1135286.88
678,1264,95,2,1117130.02
679,1264,31,1,315519.75
680,1265,21,1,337428.66
681,1265,25,2,485151.58
682,1265,69,3,657445.44
683,1265,64,3,842027.31
684,1266,65,1,411230.55
685,1266,46,3,929546.4
686,1266,59,1,404919.3
687,1267,65,3,1233691.65
688,1267,49,2,868349.28
689,1267,86,2,1135286.88
690,1268,37,2,485402.46
691,1268,97,1,424785.82
692,1268,14,2,457068.66
693,1269,15,3,497204.19
694,1269,76,3,1465828.05
695,1270,33,3,452137.77
696,1270,88,2,217473.48
697,1271,35,2,293316.46
698,1271,48,1,140053.17
699,1272,53,3,1267035.24
700,1272,74,2,451884.8
701,1272,43,3,1253513.25
702,1272,48,2,280106.34
703,1273,95,1,558565.01
704,1273,68,1,277980.14
705,1274,53,2,844690.16
706,1274,73,1,26502.39
707,1274,78,2,717984.38
708,1275,17,2,124096.72
709,1275,38,3,890187.93
710,1275,97,2,849571.64
711,1276,21,1,337428.66
712,1276,77,1,258391.07
713,1276,42,1,244993.33
714,1277,98,1,89154.81
715,1277,37,3,728103.69
716,1278,5,3,302503.5
717,1279,12,2,893629.28
718,1279,88,1,108736.74
719,1280,21,1,337428.66
720,1280,58,1,499448.01
721,1281,46,1,309848.8
722,1281,6,1,318892.55
723,1281,39,1,154749.32
724,1281,22,2,694055.9
725,1282,74,3,677827.2
726,1283,8,2,90979.58
727,1283,92,2,194333.46
728,1283,5,3,302503.5
729,1284,39,3,464247.96
730,1284,5,1,100834.5
731,1284,47,2,659338.18
732,1285,97,2,849571.64
733,1285,50,2,1136387.9
734,1285,53,1,422345.08
735,1286,53,3,1267035.24
736,1286,56,1,227697.6
737,1286,49,2,868349.28
738,1286,72,3,2004011.94
739,1287,7,3,1799919.42
740,1287,33,1,150712.59
741,1288,13,3,1449786.84
742,1288,94,2,792579.88
743,1288,82,1,126417.11
744,1289,2,3,692232.42
745,1289,11,3,1212932.76
746,1289,18,2,952970.56
747,1289,67,3,596037.36
748,1290,42,3,734979.99
749,1290,86,3,1702930.32
750,1290,61,1,628712.8
751,1290,1,2,522610.8
752,1291,37,3,728103.69
753,1291,6,1,318892.55
754,1291,7,3,1799919.42
755,1291,87,1,464934.72
756,1292,100,1,183207.79
757,1293,89,1,357138.89
758,1293,34,3,433131.39
759,1294,18,1,476485.28
760,1294,62,2,885239.34
761,1294,24,2,697978.4
762,1295,80,1,137404.27
763,1296,82,1,126417.11
764,1296,1,1,261305.4
765,1296,77,2,516782.14
766,1297,30,2,202489.24
767,1297,3,1,161465.3
768,1298,81,3,1414313.49
769,1298,10,1,230059.91
770,1299,39,1,154749.32
771,1299,82,1,126417.11
772,1300,98,3,267464.43
773,1300,92,3,291500.19
774,1301,18,2,952970.56
775,1301,28,1,262987.26
776,1301,18,2,952970.56
777,1302,2,2,461488.28
778,1302,21,3,1012285.98
779,1303,36,2,712105.94
780,1303,97,2,849571.64
781,1304,54,1,82660.62
782,1304,77,2,516782.14
783,1305,95,2,1117130.02
784,1305,70,1,367540.98
785,1305,43,3,1253513.25
786,1305,11,2,808621.84
787,1306,31,3,946559.25
788,1306,78,1,358992.19
789,1306,8,1,45489.79
790,1306,92,1,97166.73
791,1307,83,1,471870.33
792,1307,99,3,1376199.75
793,1308,55,2,460362.82
794,1308,39,3,464247.96
795,1308,64,3,842027.31
796,1309,58,2,998896.02
797,1309,97,2,849571.64
798,1309,16,2,623212.08
799,1309,15,1,165734.73
800,1310,10,2,460119.82
801,1310,26,2,1123055.72
802,1311,44,1,128037.96
803,1311,43,2,835675.5
804,1311,14,2,457068.66
805,1312,17,3,186145.08
806,1313,6,3,956677.65
807,1314,75,1,137498.31
808,1314,15,1,165734.73
809,1314,42,2,489986.66
810,1314,10,1,230059.91
811,1315,55,2,460362.82
812,1316,97,1,424785.82
813,1317,51,1,83705.53
814,1318,40,3,710770.35
815,1318,55,2,460362.82
816,1318,44,3,384113.88
817,1319,47,1,329669.09
818,1319,29,2,516759.64
819,1320,1,1,261305.4
820,1320,100,2,366415.58
821,1321,92,1,97166.73
822,1322,94,2,792579.88
823,1322,22,3,1041083.85
824,1322,63,1,211246.74
825,1323,100,2,366415.58
826,1323,85,1,65955.8
827,1323,33,2,301425.18
828,1323,97,3,1274357.46
829,1324,56,2,455395.2
830,1324,44,1,128037.96
831,1324,43,1,417837.75
832,1325,4,3,635520.66
833,1325,92,2,194333.46
834,1325,64,1,280675.77
835,1326,14,2,457068.66
836,1326,72,2,1336007.96
837,1326,66,3,1305837.84
838,1326,61,1,628712.8
839,1327,63,3,633740.22
840,1327,60,3,867650.49
841,1327,72,3,2004011.94
842,1327,92,3,291500.19
843,1328,79,1,139793.07
844,1329,13,2,966524.56
845,1329,1,1,261305.4
846,1329,30,2,202489.24
847,1329,18,1,476485.28
848,1330,52,2,842235.6
849,1331,61,2,1257425.6
850,1331,48,1,140053.17
851,1331,79,2,279586.14
852,1332,1,1,261305.4
853,1332,76,1,488609.35
854,1332,49,2,868349.28
855,1333,6,1,318892.55
856,1333,13,1,483262.28
857,1333,99,3,1376199.75
858,1334,41,2,594803.22
859,1334,100,1,183207.79
860,1335,52,2,842235.6
861,1335,35,3,439974.69
862,1335,99,3,1376199.75
863,1335,70,1,367540.98
864,1336,50,3,1704581.85
865,1336,26,1,561527.86
866,1336,25,2,485151.58
867,1337,35,2,293316.46
868,1337,48,1,140053.17
869,1337,6,3,956677.65
870,1337,49,3,1302523.92
871,1338,79,2,279586.14
872,1339,5,1,100834.5
873,1339,73,1,26502.39
874,1339,9,2,504889.2
875,1340,77,2,516782.14
876,1340,15,3,497204.19
877,1341,69,2,438296.96
878,1341,56,3,683092.8
879,1342,68,2,555960.28
880,1342,83,2,943740.66
881,1342,85,1,65955.8
882,1342,53,2,844690.16
883,1343,56,2,455395.2
884,1343,22,2,694055.9
885,1343,86,1,567643.44
886,1343,47,2,659338.18
887,1344,68,2,555960.28
888,1345,75,3,412494.93
889,1346,48,3,420159.51
890,1346,89,3,1071416.67
891,1346,93,2,1336285.4
892,1347,47,2,659338.18
893,1347,83,2,943740.66
894,1347,31,2,631039.5
895,1347,80,3,412212.81
896,1348,29,2,516759.64
897,1349,32,1,345464.9
898,1349,3,3,484395.9
899,1350,10,1,230059.91
900,1350,25,2,485151.58
901,1351,81,2,942875.66
902,1352,75,3,412494.93
903,1352,41,2,594803.22
904,1353,4,1,211840.22
905,1353,54,3,247981.86
906,1354,89,2,714277.78
907,1354,21,2,674857.32
908,1354,51,3,251116.59
909,1354,39,2,309498.64
910,1355,37,1,242701.23
911,1356,79,1,139793.07
912,1356,38,3,890187.93
913,1356,22,1,347027.95
914,1357,41,1,297401.61
915,1358,90,1,163599.17
916,1358,87,2,929869.44
917,1358,95,3,1675695.03
918,1359,18,3,1429455.84
919,1359,17,3,186145.08
920,1359,98,1,89154.81
921,1360,33,2,301425.18
922,1360,39,2,309498.64
923,1361,38,1,296729.31
924,1362,49,3,1302523.92
925,1362,64,1,280675.77
926,1362,13,3,1449786.84
927,1362,34,2,288754.26
928,1363,79,3,419379.21
929,1364,32,3,1036394.7
930,1364,84,2,268394.38
931,1365,2,3,692232.42
932,1365,62,2,885239.34
933,1365,69,1,219148.48
934,1365,26,3,1684583.58
935,1366,59,2,809838.6
936,1366,99,1,458733.25
937,1366,78,2,717984.38
938,1366,13,1,483262.28
939,1367,75,2,274996.62
940,1368,42,3,734979.99
941,1368,58,2,998896.02
942,1369,77,3,775173.21
943,1370,70,1,367540.98
944,1370,39,3,464247.96
945,1370,58,1,499448.01
946,1371,86,1,567643.44
947,1372,30,3,303733.86
948,1372,45,1,113959.33
949,1373,5,3,302503.5
950,1373,32,3,1036394.7
951,1374,43,3,1253513.25
952,1374,45,2,227918.66
953,1374,90,1,163599.17
954,1375,40,1,236923.45
955,1375,88,3,326210.22
956,1375,40,1,236923.45
957,1375,14,1,228534.33
958,1376,97,2,849571.64
959,1376,9,1,252444.6
960,1377,64,3,842027.31
961,1378,17,1,62048.36
962,1378,95,1,558565.01
963,1379,87,2,929869.44
964,1379,52,1,421117.8
965,1380,32,3,1036394.7
966,1380,66,3,1305837.84
967,1381,86,2,1135286.88
968,1381,50,2,1136387.9
969,1381,66,1,435279.28
970,1381,39,2,309498.64
971,1382,86,1,567643.44
972,1382,33,2,301425.18
973,1383,33,1,150712.59
974,1383,69,2,438296.96
975,1383,22,3,1041083.85
976,1384,23,2,863378.6
977,1385,49,2,868349.28
978,1385,39,2,309498.64
979,1385,63,1,211246.74
980,1386,72,1,668003.98
981,1386,68,2,555960.28
982,1386,8,3,136469.37
983,1387,84,1,134197.19
984,1388,20,2,895912.34
