id_transaccion,id_local,id_cliente,fecha_venta,monto_total,tipo_pago,cantidad_cuotas
1034,14,386,2025-04-25,473846.9, debito ,1
1035,13,1938,2025-03-09,922358.07,Debito,1
1036,5,1620,2025-10-21,421117.8,Efectivo,1
1037,1,514,2025-06-01,1812003.55,Debito,1
1038,6,171,2025-12-06,485402.46, debito ,1
1039,16,328,18 mayo 25,2543626.71, debito ,1
1040,11,1011,2025-08-03,2883574.08, debito ,1
1041,14,1595,2025-09-21,134197.19,Debito,1
1042,14,9999,2025-04-20,486297.1,Debito,1
1043,2,946,2025-01-06,594370.92,Efectivo,1
1044,16,1459,2025-04-10,2830294.55,Credito Tienda,24
1045,15,1712,2025-07-11,2228182.0, debito ,1
1046,6,1442,2025-09-27,690179.73,Efectivo,1
1047,12,891,2025-11-07,2027976.72,CREDITO TIENDA,6
1048,1,1464,2025-02-26,3645943.79,Efectivo,1
1049,16,598,2025-11-20,451884.8,Debito,1
1050,7,1200,10/03/2025,1725835.02,CREDITO TIENDA,12
1051,3,1518,2025-11-01,2272286.6, debito ,1
1052,8,9999,2025-03-08,1031449.28, debito ,1
1053,1,1432,2025-09-04,2467832.09,CREDITO TIENDA,12
1054,15,9999,2025-06-04,1456261.8, debito ,1
1055,16,1051,2025-05-10,1604360.92,Debito,1
1056,3,816,2025-04-11,1335582.91, debito ,1
1057,14,1765,19-04-2025,2382594.07, debito ,1
1058,10,9999,2025-05-05,3345674.11,Efectivo,1
1059,4,910,27/07/2025,262987.26,Efectivo,1
1060,13,371,18 mayo 25,3123573.06,Debito,1
1061,7,980,11-10-2025,1094536.32,CREDITO TIENDA,3
1062,5,334,18 mayo 25,1908658.16,Debito,1
1063,11,1007,2025-05-10,1136387.9, debito ,1
1064,1,587,2025-10-11,628712.8, debito ,1
1065,4,1198,2025-10-01,471437.83, debito ,1
1066,16,9999,2025-04-01,1426620.64,Efectivo,1
1067,5,267,2025-03-10,619697.6,Debito,1
1068,10,288,2025-12-19,659338.18,CREDITO TIENDA,6
1069,1,533,25-06-2025,1313059.52,Debito,1
1070,7,1735,17/08/2025,1117130.02,Efectivo,1
1071,6,1446,2025-01-11,3472939.43,CREDITO TIENDA,12
1072,16,1765,2025-02-26,2240881.96,Debito,1
1073,15,1306,2025-12-19,1921186.32,Credito Tienda,3
1074,2,492,2025-02-19,598469.13,Credito Tienda,24
1075,10,1624,07-03-2025,1438890.21,Efectivo,1
1076,9,1809,23/03/2025,733179.08,Credito Tienda,12
1077,4,1614,18 mayo 25,1498716.53,Credito Tienda,24
1078,11,1095,2025-12-28,1765122.78,Debito,1
1079,4,67,01-06-2025,5138929.4,CREDITO TIENDA,6
1080,9,1483,2025-02-24,2301272.32,Debito,1
1081,11,1513,2025-03-12,1694274.59,Debito,1
1082,1,926,2025-02-16,1058724.74,Debito,1
1083,6,1843,2025-07-10,3290903.43, debito ,1
1084,8,9999,24/02/2025,1245879.35,Debito,1
1085,16,1008,2025-07-01,985031.4,Debito,1
1086,6,259,04-06-2025,471437.83,Efectivo,1
1087,10,1344,2025-02-12,882542.75,Debito,1
1088,10,1778,18 mayo 25,3032357.34,Debito,1
1089,12,9999,06/09/2025,719220.54,Debito,1
1090,15,683,2025-09-01,1123665.25,Debito,1
1091,1,1478,2025-11-10,1602244.66, debito ,1
1092,14,405,2025-11-05,677827.2,Credito Tienda,6
1093,9,237,2025-10-25,435781.16,Efectivo,1
1094,4,1846,2025-10-10,2363218.63,Efectivo,1
1095,14,1500,13-08-2025,2489103.02,Debito,1
1096,7,1576,2025-11-02,2456793.54,Credito Tienda,3
1097,7,1011,18 mayo 25,1682182.82,Credito Tienda,24
1098,12,1982,2025-06-24,1516689.15,Debito,1
1099,3,624,2025-04-24,842235.6,Credito Tienda,3
1100,9,659,2025-05-03,2098461.83,Credito Tienda,6
1101,16,216,2025-07-27,279586.14,Debito,1
1102,13,1030,2025-03-19,326165.56,Debito,1
1103,2,426,2025-03-17,1113648.7,Credito Tienda,12
1104,12,805,2025-02-16,1291349.6,Credito Tienda,6
1105,5,1434,2025-03-26,1317772.78,Credito Tienda,6
1106,11,705,18 mayo 25,258379.82,Credito Tienda,6
1107,14,739,2025-12-11,2414503.25,Efectivo,1
1108,3,1944,2025-08-07,4165754.15,CREDITO TIENDA,6
1109,2,7,2025-01-03,368391.16,Debito,1
1110,14,46,2025-08-07,1585423.98,Credito Tienda,24
1111,15,1280,18 mayo 25,1069244.83,Debito,1
1112,9,1093,2025-01-11,1045414.1,Credito Tienda,12
1113,13,229,2025-05-05,1472664.72,Debito,1
1114,16,9999,2025-03-28,2130553.99,CREDITO TIENDA,6
1115,3,1341,2025-05-23,3206976.32, debito ,1
1116,8,931,09/05/2025,326210.22, debito ,1
1117,10,746,2025-04-22,497204.19,Efectivo,1
1118,4,1291,2025-04-11,1248611.78,Debito,1
1119,5,1466,18 mayo 25,1690979.34,Debito,1
1120,8,1017,2025-08-03,318892.55, debito ,1
1121,2,1186,2025-02-17,1029097.87,CREDITO TIENDA,24
1122,5,722,2025-07-16,763365.21,Debito,1
1123,13,955,08-12-2025,696878.13,Efectivo,1
1124,15,9999,2025-01-10,1448499.08, debito ,1
1125,2,1069,2025-12-06,984116.58, debito ,1
1126,5,21,2025-06-11,460362.82,Credito Tienda,6
1127,6,354,18 mayo 25,672125.02,Debito,1
1128,8,1046,2025-08-06,623459.4,CREDITO TIENDA,6
1129,7,762,2025-08-20,814589.13,Credito Tienda,3
1130,8,567,2025-07-24,1973880.86,Credito Tienda,6
1131,8,540,2025-11-17,268394.38,Credito Tienda,12
1132,16,971,2025-05-18,53004.78,Efectivo,1
1133,10,105,2025-08-28,2226195.89,Efectivo,1
1134,13,1743,2025-12-17,973689.47,CREDITO TIENDA,3
1135,16,1140,2025-10-11,1483629.48,CREDITO TIENDA,24
1136,15,1731,18 mayo 25,2338404.62,Credito Tienda,6
1137,2,781,2025-10-02,309848.8,Credito Tienda,3
1138,1,1287,2025-04-21,1232147.82, debito ,1
1139,15,707,2025-09-24,1666823.04,Efectivo,1
1140,5,1526,2025-10-12,599973.14,Credito Tienda,24
1141,13,1385,18 mayo 25,2355473.41, debito ,1
1142,14,1884,15/01/2025,2784674.92,Credito Tienda,12
1143,15,204,2025-05-20,1414313.49, debito ,1
1144,12,983,2025-08-12,1014250.44,CREDITO TIENDA,24
1145,5,1192,2025-02-14,1291956.03,Credito Tienda,3
1146,10,1603,19/03/2025,2388541.98,CREDITO TIENDA,24
1147,5,764,2025-06-16,368223.97, debito ,1
1148,6,1610,2025-07-08,1296245.84,Debito,1
1149,9,1349,21-05-2025,3431052.03, debito ,1
1150,2,1196,18 mayo 25,1431537.27,CREDITO TIENDA,3
1151,3,9999,2025-02-19,809838.6,Credito Tienda,6
1152,8,9999,02-12-2025,3585461.38,Credito Tienda,24
1153,3,2,2025-06-28,3371517.27,Efectivo,1
1154,12,913,2025-07-13,2157576.66, debito ,1
1155,6,1461,2025-09-19,943157.49,Efectivo,1
1156,8,1907,26/01/2025,3488930.48,Credito Tienda,3
1157,1,890,2025-09-07,499448.01,Efectivo,1
1158,16,9999,2025-01-01,2163129.92,Efectivo,1
1159,2,553,09-08-2025,590821.16,Debito,1
1160,3,364,20/10/2025,1267164.63, debito ,1
1161,5,9999,18 mayo 25,663725.02,CREDITO TIENDA,3
1162,16,357,2025-11-12,576907.86,Efectivo,1
1163,13,589,2025-03-17,1934445.35,CREDITO TIENDA,3
1164,3,388,25/06/2025,743233.85,CREDITO TIENDA,24
1165,3,9999,2025-05-06,1553659.88,CREDITO TIENDA,24
1166,6,811,2025-11-05,2149590.54,Debito,1
1167,1,9999,2025-08-07,1758480.51,Credito Tienda,12
1168,6,1401,2025-05-18,808621.84, debito ,1
1169,12,973,2025-11-15,1886138.4, debito ,1
1170,13,9999,18 mayo 25,1707357.39,Debito,1
1171,1,1832,2025-08-13,3931587.47,Credito Tienda,6
1172,10,1819,2025-04-17,1469985.98,Debito,1
1173,7,1794,18 mayo 25,2753401.49,Debito,1
1174,9,315,2025-11-14,345464.9,Efectivo,1
1175,9,106,2025-12-24,1372397.17,Debito,1
1176,13,1116,2025-04-21,2309180.6,Debito,1
1177,3,18,2025-02-04,842027.31, debito ,1
1178,2,1076,18 mayo 25,2789899.07,Debito,1
1179,6,1565,18 mayo 25,1096394.94,Efectivo,1
1180,10,259,2025-11-03,1889697.36, debito ,1
1181,11,282,2025-06-09,62048.36,Debito,1
1182,8,1914,2025-05-25,451478.63, debito ,1
1183,15,599,2025-09-19,1214604.76,Efectivo,1
1184,14,1661,2025-04-09,1554638.74,Credito Tienda,6
1185,11,867,2025-07-14,1577102.59,CREDITO TIENDA,6
1186,7,1445,25/08/2025,925325.83,Efectivo,1
1187,7,795,2025-06-13,1827082.91,Credito Tienda,6
1188,11,3,2025-09-02,471870.33, debito ,1
1189,4,758,19-02-2025,2016335.08,CREDITO TIENDA,6
1190,16,231,2025-04-20,1959795.2, debito ,1
1191,11,1132,2025-09-23,3682296.4, debito ,1
1192,15,1790,2025-09-14,963817.29,Efectivo,1
1193,3,9999,2025-06-28,1557909.18, debito ,1
1194,9,1067,2025-12-01,150712.59,Debito,1
1195,9,1760,2025-07-04,289216.83, debito ,1
1196,16,845,05-07-2025,619697.6,Debito,1
1197,7,9999,23/04/2025,1777480.26,Efectivo,1
1198,9,1806,2025-10-09,664000.89,Credito Tienda,6
1199,8,849,2025-10-13,89154.81,CREDITO TIENDA,6
1200,4,1355,2025-04-25,2443023.11,Debito,1
1201,9,8,23-12-2025,1060910.82,Debito,1
1202,12,1671,2025-12-06,854899.81,Debito,1
1203,2,1320,10/06/2025,2058977.3, debito ,1
1204,13,1286,26-12-2025,227918.66,Efectivo,1
1205,1,43,18/05/2025,1302523.92, debito ,1
1206,14,1311,2025-03-11,3251692.39,Debito,1
1207,6,1764,2025-10-15,674857.32, debito ,1
1208,9,513,18 mayo 25,2627541.1,Debito,1
1209,2,1866,2025-06-06,1480497.09,Credito Tienda,24
1210,12,323,2025-12-10,274808.54,Efectivo,1
1211,5,1637,2025-02-04,2488649.65,Efectivo,1
1212,8,79,06-01-2025,1146762.78,Credito Tienda,24
1213,14,286,2025-04-19,2150372.22, debito ,1
1214,7,1764,2025-04-08,766917.46,Efectivo,1
1215,4,231,2025-01-04,2252472.56,CREDITO TIENDA,12
1216,2,1630,2025-02-27,309498.64, debito ,1
1217,5,1778,2025-09-12,1071416.67,CREDITO TIENDA,6
1218,11,1794,24/03/2025,2414734.69,Efectivo,1
1219,10,1352,2025-11-25,710770.35,Credito Tienda,3
1220,11,742,2025-11-08,1964173.94, debito ,1
1221,6,1424,17-07-2025,397358.24,CREDITO TIENDA,12
1222,13,1640,2025-06-17,1788817.19,Debito,1
1223,14,991,2025-05-06,3500879.76, debito ,1
1224,7,9999,2025-10-11,2428984.94,Debito,1
1225,13,1998,2025-02-27,1799919.42,Debito,1
1226,14,147,2025-09-05,280106.34, debito ,1
1227,5,9999,2025-06-01,977852.78,CREDITO TIENDA,6
1228,12,989,2025-02-03,1017534.41, debito ,1
1229,3,9999,05/11/2025,893629.28,Efectivo,1
1230,10,1966,2025-09-22,3705896.85,Efectivo,1
1231,3,1029,2025-09-12,183207.79,Debito,1
1232,11,50,2025-11-08,2775618.13,CREDITO TIENDA,24
1233,10,310,2025-05-18,384246.81,Credito Tienda,12
1234,13,626,18 mayo 25,1844618.65,CREDITO TIENDA,24
1235,16,66,2025-10-03,2412678.36,CREDITO TIENDA,24
1236,5,9999,2025-11-25,805242.31,Efectivo,1
1237,14,212,2025-09-01,1588144.76,Debito,1
1238,1,1748,18 mayo 25,2701701.83,Credito Tienda,6
1239,3,277,2025-05-23,1523550.31, debito ,1
1240,3,1977,2025-04-03,1408640.3,Debito,1
1241,3,1,2025-09-17,2480558.23,Efectivo,1
1242,16,512,14-06-2025,958761.13, debito ,1
1243,12,1102,2025-12-28,471437.83,Credito Tienda,3
1244,6,1136,18 mayo 25,2882064.02,Efectivo,1
1245,13,9999,2025-12-16,1253868.18, debito ,1
1246,4,1215,03/11/2025,1896886.72,Credito Tienda,3
1247,3,794,2025-07-19,1993615.41, debito ,1
1248,5,1152,2025-02-03,771813.77,Efectivo,1
1249,16,577,13-09-2025,3064930.8,CREDITO TIENDA,3
1250,3,1855,2025-05-20,2049584.6,CREDITO TIENDA,24
1251,13,271,2025-07-19,1090254.24,Credito Tienda,6
1252,9,971,2025-02-25,3113891.49,CREDITO TIENDA,6
1253,2,801,2025-08-09,175464.12,CREDITO TIENDA,12
1254,9,1390,2025-01-23,1939966.84,Credito Tienda,3
1255,16,872,2025-03-20,1352193.89,CREDITO TIENDA,6
1256,5,564,2025-12-09,669076.33, debito ,1
1257,11,1984,15-08-2025,2514295.77, debito ,1
1258,3,808,2025-04-24,1728982.98,Debito,1
1259,5,9999,2025-01-11,1463989.22, debito ,1
1260,1,1390,14/06/2025,2412791.74,Credito Tienda,12
1261,16,511,2025-01-25,1811142.83, debito ,1
1262,2,9999,2025-02-02,804376.06, debito ,1
1263,16,1187,2025-10-09,1340625.91,Efectivo,1
1264,3,1666,20/08/2025,2567936.65,Efectivo,1
1265,3,745,23-05-2025,2322052.99, debito ,1
1266,9,1911,2025-09-09,1745696.25,Credito Tienda,3
1267,11,427,2025-04-26,3237327.81,Credito Tienda,12
1268,11,233,2025-09-13,1367256.94,Efectivo,1
1269,10,382,18/02/2025,1963032.24,Credito Tienda,3
1270,8,1525,2025-12-04,669611.25, debito ,1
1271,16,1043,18 mayo 25,433369.63,CREDITO TIENDA,6
1272,2,533,18 mayo 25,3252539.63, debito ,1
1273,7,827,18 mayo 25,836545.15,Debito,1
1274,14,1527,2025-09-03,1589176.93,Credito Tienda,3
1275,9,530,2025-02-03,1863856.29, debito ,1
1276,3,1527,13/02/2025,840813.06, debito ,1
1277,15,878,2025-07-02,817258.5, debito ,1
1278,5,1152,2025-10-23,302503.5,CREDITO TIENDA,24
1279,3,1862,12-08-2025,1002366.02,Efectivo,1
1280,10,9999,2025-09-09,836876.67,Credito Tienda,24
1281,14,1389,18-11-2025,1477546.57,Debito,1
1282,16,1868,2025-09-18,677827.2,Debito,1
1283,5,1772,2025-09-16,587816.54,Efectivo,1
1284,5,909,2025-04-09,1224420.64,Efectivo,1
1285,6,831,18 mayo 25,2408304.62, debito ,1
1286,15,1243,21-09-2025,4367094.06,Debito,1
1287,5,723,18 mayo 25,1950632.01, debito ,1
1288,10,9999,24/12/2025,2368783.83,Debito,1
1289,3,1972,2025-12-12,3454173.1, debito ,1
1290,12,892,2025-11-19,3589233.91, debito ,1
1291,3,1294,2025-03-02,3311850.38, debito ,1
1292,6,1222,2025-09-03,183207.79,CREDITO TIENDA,3
1293,8,1461,2025-08-04,790270.28, debito ,1
1294,7,1143,2025-12-15,2059703.02, debito ,1
1295,11,1984,2025-12-27,137404.27,CREDITO TIENDA,24
1296,3,864,07-09-2025,904504.65,CREDITO TIENDA,6
1297,12,1589,2025-08-27,363954.54,CREDITO TIENDA,3
1298,6,1263,2025-07-16,1644373.4,Debito,1
1299,6,9999,27/01/2025,281166.43,Debito,1
1300,13,1830,2025-07-22,558964.62,Debito,1
1301,10,9999,2025-09-25,2168928.38,Debito,1
1302,12,971,2025-06-09,1473774.26, debito ,1
1303,2,424,06/12/2025,1561677.58,Debito,1
1304,6,1819,18 mayo 25,599442.76,CREDITO TIENDA,24
1305,16,1891,18 mayo 25,3546806.09,Credito Tienda,3
1306,13,679,2025-03-12,1448207.96,Credito Tienda,12
1307,6,1205,07/12/2025,1848070.08,Credito Tienda,6
1308,14,540,2025-11-13,1766638.09,Debito,1
1309,13,1011,2025-10-28,2637414.47,Efectivo,1
1310,11,1901,18 mayo 25,1583175.54,Credito Tienda,12
1311,13,737,2025-02-16,1420782.12,Efectivo,1
1312,9,825,2025-02-20,186145.08,Credito Tienda,24
1313,1,480,2025-11-15,956677.65,Credito Tienda,12
1314,16,827,06/05/2025,1023279.61,Credito Tienda,12
1315,5,1387,2025-07-14,460362.82,Efectivo,1
1316,16,1901,2025-06-11,424785.82,Efectivo,1
1317,11,1902,18 mayo 25,83705.53,Debito,1
1318,4,1331,2025-11-04,1555247.05,Credito Tienda,12
1319,13,1437,2025-01-10,846428.73,Credito Tienda,24
1320,12,633,2025-10-03,627720.98,CREDITO TIENDA,12
1321,6,573,2025-10-23,97166.73,Debito,1
1322,7,157,2025-01-14,2044910.47,CREDITO TIENDA,24
1323,12,992,2025-07-07,2008154.02,Credito Tienda,6
1324,3,252,2025-06-25,1001270.91,CREDITO TIENDA,6
1325,7,657,2025-12-23,1110529.89,CREDITO TIENDA,12
1326,2,1915,2025-04-10,3727627.26,CREDITO TIENDA,24
1327,13,1604,2025-12-20,3796902.84,Debito,1
1328,5,497,06/03/2025,139793.07,Efectivo,1
1329,2,1334,2025-07-28,1906804.48,CREDITO TIENDA,6
1330,3,1930,2025-02-21,842235.6,Credito Tienda,3
1331,5,1789,2025-02-20,1677064.91,CREDITO TIENDA,12
1332,7,1619,2025-04-15,1618264.03,Debito,1
1333,6,9999,2025-04-16,2178354.58, debito ,1
1334,7,1199,18-11-2025,778011.01, debito ,1
1335,16,1048,2025-06-02,3025951.02,CREDITO TIENDA,3
1336,4,376,2025-12-08,2751261.29,Efectivo,1
1337,12,9999,17-09-2025,2692571.2,Credito Tienda,24
1338,13,909,18 mayo 25,279586.14,Efectivo,1
1339,5,600,2025-09-13,632226.09,CREDITO TIENDA,6
1340,6,1912,2025-05-01,1013986.33,Efectivo,1
1341,5,1831,2025-04-09,1121389.76,Efectivo,1
1342,13,634,18 mayo 25,2410346.9,Efectivo,1
1343,7,883,2025-01-28,2376432.72,CREDITO TIENDA,6
1344,16,49,2025-12-08,555960.28,Credito Tienda,24
1345,6,316,2025-01-17,412494.93,Debito,1
1346,10,628,2025-04-15,2827861.58,Credito Tienda,6
1347,3,713,18 mayo 25,2646331.15,Efectivo,1
1348,9,45,2025-09-26,516759.64,Efectivo,1
1349,5,1118,2025-02-19,829860.8, debito ,1
1350,1,241,18 mayo 25,715211.49, debito ,1
1351,12,233,2025-01-06,942875.66,CREDITO TIENDA,6
1352,9,530,2025-06-05,1007298.15,Debito,1
1353,6,1049,2025-05-10,459822.08,Credito Tienda,24
1354,10,333,11/04/2025,1949750.33, debito ,1
1355,15,1243,2025-04-05,242701.23,Credito Tienda,3
1356,8,958,28/02/2025,1377008.95,CREDITO TIENDA,12
1357,4,306,2025-06-08,297401.61, debito ,1
1358,10,1207,2025-09-17,2769163.64, debito ,1
1359,16,1689,19-02-2025,1704755.73,Debito,1
1360,15,1771,26/05/2025,610923.82,Debito,1
1361,9,45,2025-07-13,296729.31, debito ,1
1362,15,1937,2025-06-09,3321740.79,Efectivo,1
1363,6,118,2025-06-04,419379.21,CREDITO TIENDA,3
1364,12,1381,2025-08-02,1304789.08,Debito,1
1365,13,1517,10/11/2025,3481203.82,CREDITO TIENDA,12
1366,8,153,14/01/2025,2469818.51,Credito Tienda,24
1367,6,1880,05-06-2025,274996.62,Debito,1
1368,11,9999,06/05/2025,1733876.01,CREDITO TIENDA,3
1369,5,9,18 mayo 25,775173.21, debito ,1
1370,5,1649,2025-10-17,1331236.95,CREDITO TIENDA,6
1371,5,1507,2025-12-14,567643.44,Efectivo,1
1372,3,1085,2025-03-16,417693.19,CREDITO TIENDA,6
1373,14,1301,18 mayo 25,1338898.2,Credito Tienda,6
1374,14,333,2025-05-13,1645031.08,Efectivo,1
1375,12,1898,2025-09-04,1028591.45, debito ,1
1376,14,698,18 mayo 25,1102016.24,Debito,1
1377,7,52,2025-04-05,842027.31, debito ,1
1378,8,9999,18 mayo 25,620613.37,CREDITO TIENDA,24
1379,10,40,2025-05-10,1350987.24,CREDITO TIENDA,3
1380,1,1066,2025-10-27,2342232.54, debito ,1
1381,12,1517,2025-04-17,3016452.7,CREDITO TIENDA,24
1382,11,1535,2025-10-13,869068.62, debito ,1
1383,12,1910,2025-11-10,1630093.4,Debito,1
1384,2,1034,2025-10-18,863378.6,Efectivo,1
1385,13,1714,2025-05-11,1389094.66,Credito Tienda,24
1386,15,1466,2025-03-26,1360433.63,CREDITO TIENDA,12
1387,5,873,12-07-2025,134197.19,CREDITO TIENDA,12
1388,8,903,2025-05-21,3264210.79, debito ,1
1389,2,992,26/06/2025,1715110.3, debito ,1
1390,2,577,06-10-2025,1952066.64,Efectivo,1
1391,3,1153,18 mayo 25,619697.6,CREDITO TIENDA,6
1392,5,988,2025-03-15,2472086.73,CREDITO TIENDA,24
1393,8,1532,2025-12-17,1426789.58, debito ,1
1394,4,1770,2025-11-25,1314374.84,Credito Tienda,3
1395,14,1286,2025-11-26,483262.28,CREDITO TIENDA,6
1396,3,1074,2025-09-05,1982033.99,Credito Tienda,6
1397,3,1983,18 mayo 25,301425.18, debito ,1
1398,15,1625,2025-05-05,402591.57,Debito,1
1399,14,9999,2025-10-16,358992.19, debito ,1
1400,7,588,18 mayo 25,1001937.39,Efectivo,1
1401,12,1020,18 mayo 25,2125346.78,CREDITO TIENDA,12
1402,5,936,23-04-2025,488609.35, debito ,1
1403,13,722,2025-08-15,1347384.41, debito ,1
1404,15,71,2025-04-03,857481.17,Efectivo,1
1405,12,85,2025-11-21,1267035.24, debito ,1
1406,6,1672,2025-06-23,1516726.14, debito ,1
1407,9,1240,2025-02-27,782468.28,Debito,1
1408,6,259,2025-09-01,404919.3,CREDITO TIENDA,24
1409,14,1343,04-07-2025,1025307.88,Debito,1
1410,9,1801,2025-04-23,657445.44,Credito Tienda,24
1411,14,1243,18 mayo 25,3837142.58,Credito Tienda,6
1412,6,9999,07/09/2025,3293377.71, debito ,1
1413,1,438,18 mayo 25,557942.48,Credito Tienda,6
1414,13,1132,2025-05-05,412212.81,CREDITO TIENDA,3
1415,6,124,18 mayo 25,161465.3,Debito,1
1416,8,1143,2025-01-05,1045609.28,Debito,1
1417,3,1138,2025-08-20,447956.17,Debito,1
1418,2,504,14-10-2025,2552733.81, debito ,1
1419,6,1130,2025-08-18,165321.24,Credito Tienda,3
1420,11,1759,2025-10-25,2307147.4,Credito Tienda,3
1421,10,9999,2025-09-19,2833534.77,Debito,1
1422,6,897,2025-07-09,2663147.49,CREDITO TIENDA,24
1423,5,9999,2025-07-01,652758.77,Credito Tienda,24
1424,13,9999,2025-08-28,988422.54,Credito Tienda,24
1425,13,9999,2025-10-12,851917.15, debito ,1
1426,11,1008,18 mayo 25,1413468.19,CREDITO TIENDA,24
1427,13,1287,2025-10-14,472635.7,Debito,1
1428,1,420,2025-09-03,1870209.19,Efectivo,1
1429,10,427,2025-04-07,525855.5,CREDITO TIENDA,24
1430,1,1127,2025-10-10,856811.83, debito ,1
1431,7,491,03-11-2025,2128811.21,CREDITO TIENDA,3
1432,14,1191,27-03-2025,202489.24,Efectivo,1
1433,4,1379,2025-01-04,423680.44,Efectivo,1
1434,9,1080,2025-07-24,1131020.4,Debito,1
1435,4,633,2025-06-15,3007305.87,CREDITO TIENDA,3
1436,1,1029,2025-02-28,596204.88, debito ,1
1437,4,87,2025-09-27,874940.65,Credito Tienda,24
1438,16,1115,2025-02-04,1161481.04, debito ,1
1439,9,187,16-05-2025,1041083.85,Credito Tienda,24
1440,8,518,2025-08-08,1964061.13,CREDITO TIENDA,12
1441,1,1381,20-04-2025,925332.84,Credito Tienda,6
1442,12,1083,2025-10-24,792579.88,CREDITO TIENDA,24
1443,13,14,2025-02-22,1156375.99, debito ,1
1444,7,1869,2025-05-26,2176108.07,Efectivo,1
1445,13,41,2025-02-01,797113.58,Credito Tienda,12
1446,13,9999,2025-06-03,1605980.64,Credito Tienda,6
1447,5,977,2025-09-16,2083082.18,Credito Tienda,24
1448,4,469,2025-12-08,438296.96,CREDITO TIENDA,6
1449,6,41,16/09/2025,1256434.54,Debito,1
1450,1,1420,2025-07-04,225942.4,CREDITO TIENDA,24
1451,16,1209,2025-12-10,1307343.48,Credito Tienda,24
1452,15,1626,2025-02-24,1183837.8,Efectivo,1
1453,8,1651,2025-05-11,638991.17,Credito Tienda,24
1454,10,9999,24-05-2025,298102.44,Efectivo,1
1455,8,146,15/11/2025,289216.83,Efectivo,1
1456,4,1027,18 mayo 25,1456112.3,Credito Tienda,12
1457,13,1757,2025-05-13,811048.06,CREDITO TIENDA,6
1458,14,704,2025-09-10,1906988.66,Efectivo,1
1459,13,983,2025-02-05,690179.73,Efectivo,1
1460,7,1223,2025-02-05,946559.25,Debito,1
1461,13,1291,2025-01-07,1676018.98,CREDITO TIENDA,12
1462,1,282,2025-06-21,843611.28,Credito Tienda,6
1463,9,1199,2025-04-02,1799919.42, debito ,1
1464,4,767,2025-11-01,897563.42,CREDITO TIENDA,12
1465,11,1046,11/06/2025,244193.64,Credito Tienda,3
1466,7,1380,2025-11-01,2290816.04,Debito,1
1467,1,1665,2025-11-26,90979.58,CREDITO TIENDA,24
1468,9,1661,2025-03-18,1738605.42,CREDITO TIENDA,3
1469,1,199,2025-11-23,922229.4,Efectivo,1
1470,16,1144,2025-09-23,1160132.58, debito ,1
1471,1,9999,2025-03-21,3165571.91,Efectivo,1
1472,5,1296,2025-12-19,2866463.72,CREDITO TIENDA,24
1473,11,4,14/02/2025,2601461.28,Credito Tienda,6
1474,16,9999,16-01-2025,1666849.24,CREDITO TIENDA,24
1475,16,882,2025-08-21,3852876.76,Efectivo,1
1476,8,1183,2025-02-24,946559.25, debito ,1
1477,8,1491,20-07-2025,583914.06,Credito Tienda,24
1478,2,1674,2025-07-17,552586.74, debito ,1
1479,15,511,2025-06-09,588566.6,Credito Tienda,3
1480,6,9999,2025-08-28,471437.83,Debito,1
1481,16,1247,2025-02-22,2207832.43, debito ,1
1482,4,221,2025-01-11,928159.81,Efectivo,1
1483,3,829,2025-12-16,2051036.01,Debito,1
